epoch,acc,loss,lr,val_acc,val_loss
0,0.19991827836768816,2.4988249488085863,0.001,0.1186371127079273,3.1655469069927196
1,0.25967923375751356,2.282647548297633,0.001,0.22788975956948979,2.3424334479967097
2,0.28756767924654675,2.2007322585403717,0.001,0.23529411989050802,2.359775003902415
3,0.30748799778441144,2.1401932962168004,0.001,0.30069930289371277,2.2051300526842175
4,0.3217897653634512,2.1030629883870513,0.001,0.1990950255482739,2.5689428356732424
5,0.3419143938845628,2.052545273190731,0.001,0.3340189231368849,2.0552893290054843
6,0.345796302257781,2.032855196010836,0.001,0.263266148034166,2.2033488890213615
7,0.35488813915502576,2.001980621830072,0.001,0.30357877550327156,2.1806394785139993
8,0.36408213281463414,1.9632044111041982,0.001,0.2871246417698572,2.205813160309425
9,0.3773623448809414,1.9376229743010567,0.001,0.2492801339194295,2.2443001038838886
10,0.3929921328802252,1.8931143618857535,0.001,0.3763883166330825,1.8981541759042964
11,0.40749821085123206,1.864021477653978,0.001,0.3319621562761615,2.000682017627639
12,0.41372969502270895,1.835071732031214,0.001,0.3541752365036591,1.988086019362603
13,0.42210644508226497,1.7920576885292365,0.001,0.3525298224683163,2.0264611998883257
14,0.4328327699194209,1.7595027611732774,0.001,0.35129576349567354,1.9757406995013043
15,0.44723669271727773,1.723793301120551,0.001,0.32085561547589275,2.1906860509756316
16,0.4705882330205949,1.6496574778621103,0.000100000005,0.43027560604128606,1.7655849156679806
17,0.4825260541707296,1.6012747926554163,0.000100000005,0.43068695854179556,1.7211198110435295
18,0.4866687070453894,1.593195377629555,0.000100000005,0.41916906464031234,1.7837675435706843
19,0.4971907209151733,1.556417774905685,0.000100000005,0.42698477898199144,1.7078305679993686
20,0.5012769416234919,1.5519477220681996,0.000100000005,0.4483751532522458,1.6915081831125112
21,0.5027071176096226,1.5394840494752697,0.000100000005,0.4376799658903218,1.7049787682988722
22,0.5059760934163776,1.539000338073015,0.000100000005,0.4529000382727921,1.6869026301378873
23,0.5069976482075707,1.5350732157064515,0.000100000005,0.4372686110544185,1.6996051475178897
24,0.5089386021327359,1.5296063174362604,0.000100000005,0.46482928594362094,1.6452185546650606
25,0.5206864827292265,1.4976364731094496,0.000100000005,0.4549568066475373,1.6606135938158746
26,0.5082235135551322,1.5169904965986112,0.000100000005,0.4442616191262426,1.6735231059414524
27,0.5103687785938039,1.5025171893818627,0.000100000005,0.4553681592522507,1.6473146532848018
28,0.5262028779257962,1.4779442588573506,0.000100000005,0.4607157527983605,1.6110039117747204
29,0.5181325951895391,1.48297080411306,0.000100000005,0.43726861291782987,1.7271959199085494
