epoch,acc,loss,lr,val_acc,val_loss
0,0.351093662283224,2.2133764497898163,1e-04,0.4727891144805214,1.7877875384019346
1,0.5744531653691929,1.4338758001318155,1e-04,0.582386362451044,1.4125429415567354
2,0.6583006144806834,1.134114713529757,1e-04,0.6789772706275636,1.1246100992980328
3,0.7059730785369739,0.9744607706502523,1e-04,0.6329545436257665,1.2605027605864134
4,0.7508412772393668,0.8317088750611512,1e-04,0.6937500006095929,1.0264068169349974
5,0.7818283791697166,0.7045573970439791,1e-04,0.6999999990517443,1.0240653548389673
6,0.8066461028440307,0.6256921141378611,1e-04,0.6948863612657243,1.0328018746931444
7,0.8300616937745373,0.5445460088601188,1e-04,0.712499998645349,0.994638898155906
8,0.8482894008405678,0.49083397052508315,1e-04,0.7386363647200844,0.9111034230413761
9,0.8731071243978791,0.40284797171861,1e-04,0.6920454534617337,1.1572875687005846
10,0.8820807655006062,0.36778146911734233,1e-04,0.7136363611302593,0.9718986465849659
11,0.9047952919814002,0.30307610110242383,1e-04,0.7448863627558405,0.9428699721412902
12,0.9214806548678601,0.24727908563781875,1e-04,0.7181818163530393,1.0424899677153339
13,0.9279304579677571,0.22528670038620507,1e-04,0.7295454519716176,1.0099799465896053
14,0.9778463295919468,0.08422597718678558,1e-05,0.7738636356863109,0.9397501554223708
15,0.9887829520564633,0.048814611709496476,1e-05,0.7926136341961947,0.9348245252579959
16,0.9903252958515957,0.03938310256067429,1e-05,0.7874999995258721,1.0124085810458796
17,0.9903252963530369,0.036617954847399214,1e-05,0.7846590907736258,0.9851842524356801
18,0.9924284926105335,0.030496301973463258,1e-05,0.799431819401004,1.007031422461891
19,0.9946719024599903,0.02376058664665694,1e-06,0.7784090924669396,1.0622294213739223
20,0.9957936072844303,0.022184658254777348,1e-06,0.7897727267308668,1.0056803506772585
21,0.9960740332648919,0.02154022203789495,1e-06,0.7863636360927062,1.0563656768835659
22,0.9950925417315472,0.0227786517101546,1e-06,0.7948863638395612,1.0173269554168325
23,0.9962142465559873,0.020713889386732073,1e-06,0.7857954532585361,1.0474504789379848
24,0.9959338203749494,0.021777128764347547,1e-07,0.7971590921282768,1.0204601002179763
25,0.996634885727256,0.01926961369348574,1e-07,0.788068183308298,1.0468188218179753
26,0.9964946726367371,0.020518271313393475,1e-07,0.7937499996613372,1.0747249165911026
27,0.9945316894697595,0.02167845851142307,1e-07,0.7869318162853067,1.0684562697329305
28,0.9955131811033924,0.02013902106103604,1e-07,0.7971590934151953,1.010558113517155
29,0.9957936072844303,0.021651767735825958,1e-08,0.7846590913832188,1.0541152589658105
