,val_loss,val_acc,loss,acc,lr
0,4.432749263837304,0.051056339392359824,4.525463946607842,0.04374371617154783,0.0010000000474974513
1,4.432114634725192,0.051364838499668795,4.462329212781119,0.050208304746879484,0.0010000000474974513
2,4.432519704881987,0.051364838499668795,4.456242819384517,0.04812527068292182,0.0010000000474974513
3,4.43174218599629,0.04989727162915939,4.4557924845355315,0.04898721577363904,0.0010000000474974513
4,4.4283037756697885,0.05253889190160462,4.454047998979917,0.049418188386428565,0.0010000000474974513
5,4.4296049191380025,0.051071325136063765,4.4520332964993194,0.04970550342308963,0.0010000000474974513
6,4.433703584617836,0.05107132508357949,4.453399704852472,0.05035196232942993,0.0010000000474974513
7,4.434088646788243,0.05048429835636944,4.450836302339817,0.04977733221115386,0.0010000000474974513
8,4.426453954144101,0.051364838473426655,4.452433905199399,0.04949001716164881,0.0010000000474974513
9,4.432844389699091,0.05048429843509586,4.4508187171115114,0.05042379105969624,0.0010000000474974513
10,4.4230859102585605,0.05312591865505681,4.451025848980523,0.049920989716640406,0.0010000000474974513
11,4.43503176518679,0.051071325214790186,4.449810114387739,0.050495619809228516,0.0010000000474974513
12,4.426871149288723,0.05077781179870088,4.448975559829758,0.05042379107896221,0.0010000000474974513
13,4.428966084987773,0.051364838447184515,4.4474140819231165,0.05071110605140336,0.0010000000474974513
14,4.433890032285394,0.05077781169373233,4.448193412559366,0.05042379104043026,0.0010000000474974513
15,4.429728523251035,0.0507778118774273,4.4510171649750925,0.04934635961120832,0.0010000000474974513
16,4.424942482242074,0.05165835188951596,4.441692591638268,0.05121390743299113,0.00010000000474974513
17,4.42946180193033,0.051951865095668154,4.447457663167946,0.04999281847901667,0.00010000000474974513
18,4.433549409182778,0.051658351784547404,4.442191069777919,0.050567448558760796,0.00010000000474974513
19,4.426900635515801,0.04960375808185939,4.443171820786471,0.05013647600376919,0.00010000000474974513
20,4.426762600185796,0.05341943201866183,4.445456194442642,0.05099842117155032,0.00010000000474974513
21,4.433178950237815,0.04960375831803864,4.443226579310753,0.04999281848543866,1.0000000656873453e-05
22,4.4216711160756645,0.04960375834428078,4.442374487201333,0.050351962226678065,1.0000000656873453e-05
23,4.433055459070948,0.05312591862881467,4.44355185068539,0.05063927730187108,1.0000000656873453e-05
24,4.424090502302003,0.05224537859048387,4.443619014990431,0.050351962278054,1.0000000656873453e-05
25,4.4311135792823215,0.049897271655401525,4.442809072107337,0.05042379105327424,1.0000000656873453e-05
26,4.423649169847977,0.051364838420942374,4.443411536299623,0.04949001716164881,1.0000000656873453e-05
27,4.434195016743957,0.051364838499668795,4.444905820788194,0.051285736176101424,1.0000000656873453e-05
28,4.433544011139821,0.049603758396765056,4.441553390534715,0.05020830479183342,1.0000001111620804e-06
29,4.423883929783066,0.050777811851185156,4.445682331639243,0.05049561975143059,1.0000001111620804e-06
