,val_loss,val_acc,loss,acc,lr
0,2.502683455133673,0.12889983820650966,2.552760067506323,0.12605986582732367,0.0010000000474974513
1,2.504310904584859,0.1386260825792785,2.5151697426093635,0.13116763977187199,0.0010000000474974513
2,2.4997454506533963,0.13862608272026028,2.51019246747002,0.13556032532605153,0.0010000000474974513
3,2.501236019091369,0.13698066885654742,2.5103031708497854,0.13321074919670664,0.0010000000474974513
4,2.500175183910933,0.12998766133026152,2.5095636708729843,0.13321074921497347,0.0010000000474974513
5,2.5062580193967205,0.13862608243216706,2.50911172233474,0.1336193713004188,0.0010000000474974513
6,2.5002723029492473,0.13739202255233723,2.5077618338233885,0.1325978165137925,0.0010000000474974513
7,2.50015250462556,0.13739202215391047,2.5061841567820142,0.13647972474315945,0.0010000000474974513
8,2.5009740486600083,0.13780337581292243,2.5064952378619347,0.13331290464614237,0.00010000000474974513
9,2.4967073918565807,0.1394487891617453,2.505649678735619,0.1391357674080464,0.00010000000474974513
10,2.5061011953836405,0.13574660895219903,2.506362966916841,0.13269997182622703,0.00010000000474974513
11,2.5045291078968432,0.1373920222581144,2.505035230289965,0.13290428267486468,0.00010000000474974513
12,2.4951995799003046,0.1410942028476985,2.5052698099865274,0.13147410619552977,0.00010000000474974513
13,2.5014193068802086,0.1353352557283917,2.5035769822550753,0.1378676497523545,0.00010000000474974513
14,2.492830558845115,0.14109420268832779,2.504934874946248,0.13774780567294612,0.00010000000474974513
15,2.5127297804121222,0.13410119583017294,2.5052037285837776,0.13402799300226081,0.00010000000474974513
16,2.499647740913683,0.13862608213794422,2.501713689251104,0.13842067884870954,0.00010000000474974513
17,2.489786501629075,0.14232826241491656,2.507956806005162,0.13709265756992486,0.00010000000474974513
18,2.501177370965064,0.13903743564984475,2.505831943784358,0.13178057254612024,0.00010000000474974513
19,2.510251063370793,0.1287536017078767,2.505555645731962,0.13770559063872567,0.00010000000474974513
20,2.4923339242162355,0.1443850299131228,2.502493912261065,0.13668403579273217,0.00010000000474974513
21,2.5077837674718784,0.13533525561805812,2.5056405288107073,0.136684035655731,0.00010000000474974513
22,2.496644805655564,0.13739202248491117,2.5050469130926105,0.13413014851563043,0.00010000000474974513
23,2.5060267581806315,0.14027149544385958,2.5081294790718625,0.1324956610483733,1.0000000656873453e-05
24,2.4925540410555325,0.13821472921448938,2.501603806636248,0.13647972453309098,1.0000000656873453e-05
25,2.5051455726254774,0.1386260824628153,2.5073204779968354,0.13882930094785498,1.0000000656873453e-05
26,2.505543320623262,0.13533525550772457,2.502192842131044,0.13515170343697455,1.0000000656873453e-05
27,2.491519654155121,0.13739202208035475,2.504068342338045,0.1363775693051405,1.0000000656873453e-05
28,2.502375666176228,0.13533525517672387,2.5024233198297416,0.13944223371296985,1.0000001111620804e-06
29,2.4994950686791757,0.14644179622217834,2.506417222759303,0.13388480643248735,1.0000001111620804e-06
